"state_name","district_name","id","value"
"Uttar Pradesh","Maharajganj",52,""
"Uttar Pradesh","Mainpuri",23,""
"Uttar Pradesh","Mathura",19,""
"Uttar Pradesh","Mau",56,""
"Uttar Pradesh","Meerut",15,""
"Uttar Pradesh","Mirzapur",62,""
"Uttar Pradesh","Moradabad",10,""
"Uttar Pradesh","Muzaffarnagar",14,""
"Uttar Pradesh","Nainital",8,""
"Uttar Pradesh","Pilibhit",26,""
"Uttar Pradesh","Pithoragarh",6,""
"Uttar Pradesh","Pratapgarh",44,""
"Uttar Pradesh","Rae Bareli",33,""
"Uttar Pradesh","Rampur",11,""
"Uttar Pradesh","Saharanpur",12,""
"Uttar Pradesh","Shahjahanpur",27,""
"Uttar Pradesh","Siddharthnagar",51,""
"Uttar Pradesh","Sitapur",29,""
"Uttar Pradesh","Sonbhadra",63,""
"Uttar Pradesh","Sultanpur",50,""
"Uttar Pradesh","Tehri Garhwal",3,""
"Uttar Pradesh","Unnao",31,""
"Uttar Pradesh","Uttar Kashi",1,""
"Uttar Pradesh","Varanasi",61,""
"West Bengal","Bankura",14,""
"West Bengal","Barddhaman",16,""
"West Bengal","Birbhum",17,""
"West Bengal","Calcutta",10,""
"West Bengal","Darjiling",3,""
"West Bengal","Haora",11,""
"West Bengal","Hugli",12,""
"West Bengal","Jalpaiguri",2,""
"West Bengal","Koch Bihar",1,""
"West Bengal","Maldah",5,""
"West Bengal","Medinipur",13,""
"West Bengal","Murshidabad",6,""
"West Bengal","Nadia",7,""
"West Bengal","North Twenty Four Parganas",8,""
"West Bengal","Puruliya",15,""
"West Bengal","South Twenty Four Parganas",9,""
"West Bengal","West Dinajpur",4,""
NA,NA,0,""
