"state_name","district_name","state_code","district_code"
"Bihar","Madhepura",10,"205"
"Bihar","Madhubani",10,"206"
"Bihar","Munger",10,"207"
"Bihar","Muzaffarpur",10,"208"
"Bihar","Nalanda",10,"209"
"Bihar","Nawada",10,"210"
"Bihar","Pashchimi Champaran",10,"211"
"Bihar","Patna",10,"212"
"Bihar","Purbi Champaran",10,"213"
"Bihar","Purnia",10,"214"
"Bihar","Rohtas",10,"215"
"Bihar","Saharsa",10,"216"
"Bihar","Samastipur",10,"217"
"Bihar","Saran",10,"218"
"Bihar","Sheikhpura",10,"219"
"Bihar","Sheohar",10,"220"
"Bihar","Sitamarhi",10,"221"
"Bihar","Siwan",10,"222"
"Bihar","Supaul",10,"223"
"Bihar","Vaishali",10,"224"
"Chandigarh","Chandigarh",4,"44"
"Chhattisgarh","Balod",22,"646"
"Chhattisgarh","Baloda Bazar",22,"644"
"Chhattisgarh","Balrampur",22,"649"
"Chhattisgarh","Bastar",22,"374"
"Chhattisgarh","Bemetara",22,"650"
"Chhattisgarh","Bijapur",22,"636"
"Chhattisgarh","Bilaspur",22,"375"
"Chhattisgarh","Dakshin Bastar Dantewada",22,"376"
"Chhattisgarh","Dhamtari",22,"377"
"Chhattisgarh","Durg",22,"378"
"Chhattisgarh","Gariyaband",22,"645"
"Chhattisgarh","Gaurela-Pendra-Marwahi",22,"734"
"Chhattisgarh","Janjgir - Champa",22,"379"
"Chhattisgarh","Jashpur",22,"380"
"Chhattisgarh","Kabirdham",22,"382"
"Chhattisgarh","Kondagaon",22,"643"
"Chhattisgarh","Korba",22,"383"
"Chhattisgarh","Korea",22,"384"
"Chhattisgarh","Mahasamund",22,"385"
"Chhattisgarh","Mungeli",22,"647"
"Chhattisgarh","Narainpur",22,"637"
"Chhattisgarh","Raigarh",22,"386"
"Chhattisgarh","Raipur",22,"387"
"Chhattisgarh","Raj Nandgaon",22,"388"
"Chhattisgarh","Sukma",22,"642"
"Chhattisgarh","Surajpur",22,"648"
"Chhattisgarh","Surguja",22,"389"
"Chhattisgarh","Uttar Bastar Kanker",22,"381"
"Delhi","Central",7,"77"
"Delhi","East",7,"78"
"Delhi","New Delhi",7,"79"
"Delhi","North",7,"80"
"Delhi","North East",7,"81"
"Delhi","North West",7,"82"
"Delhi","Shahadra",7,"671"
"Delhi","South",7,"83"
"Delhi","South East",7,"670"
"Delhi","South West",7,"84"
"Delhi","West",7,"85"
"Goa","North Goa",30,"551"
"Goa","South Goa",30,"552"
"Gujarat","Ahmadabad",24,"438"
"Gujarat","Amreli",24,"439"
"Gujarat","Anand",24,"440"
"Gujarat","Aravalli",24,"672"
"Gujarat","Banas Kantha",24,"441"
"Gujarat","Bharuch",24,"442"
"Gujarat","Bhavnagar",24,"443"
"Gujarat","Botad",24,"676"
"Gujarat","Chhota Udepur",24,"668"
"Gujarat","Dahod",24,"445"
"Gujarat","Dangs",24,"444"
"Gujarat","Devbhumi Dwarka",24,"674"
"Gujarat","Disputed (Sabar Kantha & Sirohi)",0,NA
"Gujarat","Disputed (Sabar Kantha & Udaipur)",0,NA
"Gujarat","Gandhinagar",24,"446"
"Gujarat","Gir Somnath",24,"675"
"Gujarat","Jamnagar",24,"447"
"Gujarat","Junagadh",24,"448"
"Gujarat","Kachchh",24,"449"
"Gujarat","Kheda",24,"450"
"Gujarat","Mahesana",24,"451"
"Gujarat","Mahisagar",24,"669"
"Gujarat","Morbi",24,"673"
"Gujarat","Narmada",24,"452"
"Gujarat","Navsari",24,"453"
"Gujarat","Panch Mahals",24,"454"
"Gujarat","Patan",24,"455"
"Gujarat","Porbandar",24,"456"
"Gujarat","Rajkot",24,"457"
"Gujarat","Sabar Kantha",24,"458"
"Gujarat","Surat",24,"459"
"Gujarat","Surendranagar",24,"460"
"Gujarat","Tapi",24,"641"
"Gujarat","Vadodara",24,"461"
"Gujarat","Valsad",24,"462"
"Haryana","Ambala",6,"58"
"Haryana","Bhiwani",6,"59"
"Haryana","Charkhi Dadri",6,"701"
"Haryana","Faridabad",6,"60"
"Haryana","Fatehabad",6,"61"
"Haryana","Gurugram",6,"62"
"Haryana","Hisar",6,"63"
"Haryana","Jhajjar",6,"64"
"Haryana","Jind",6,"65"
"Haryana","Kaithal",6,"66"
"Haryana","Karnal",6,"67"
"Haryana","Kurukshetra",6,"68"
"Haryana","Mahendragarh",6,"69"
"Haryana","Mewat",6,"604"
"Haryana","Palwal",6,"619"
"Haryana","Panchkula",6,"70"
"Haryana","Panipat",6,"71"
"Haryana","Rewari",6,"72"
"Haryana","Rohtak",6,"73"
"Haryana","Sirsa",6,"74"
"Haryana","Sonipat",6,"75"
"Haryana","Yamunanagar",6,"76"
"Himachal Pradesh","Bilaspur",2,"15"
"Himachal Pradesh","Chamba",2,"16"
"Himachal Pradesh","Hamirpur",2,"17"
"Himachal Pradesh","Kangra",2,"18"
"Himachal Pradesh","Kinnaur",2,"19"
"Himachal Pradesh","Kullu",2,"20"
"Himachal Pradesh","Lahul & Spiti",2,"21"
"Himachal Pradesh","Mandi",2,"22"
"Himachal Pradesh","Shimla",2,"23"
"Himachal Pradesh","Sirmaur",2,"24"
"Himachal Pradesh","Solan",2,"25"
"Himachal Pradesh","Una",2,"26"
"Jammu & Kashmir","Anantnag",1,"1"
"Jammu & Kashmir","Badgam",1,"2"
"Jammu & Kashmir","Bandipura",1,"623"
"Jammu & Kashmir","Baramula",1,"3"
"Jammu & Kashmir","Doda",1,"4"
"Jammu & Kashmir","Ganderbal",1,"626"
"Jammu & Kashmir","Jammu",1,"5"
"Jammu & Kashmir","Kathua",1,"7"
"Jammu & Kashmir","Kishtwar",1,"620"
"Jammu & Kashmir","Kulgam",1,"622"
"Jammu & Kashmir","Kupwara",1,"8"
"Jammu & Kashmir","Mirpur",1,NA
"Jammu & Kashmir","Muzaffarabad",1,NA
"Jammu & Kashmir","Pulwama",1,"11"
"Jammu & Kashmir","Punch",1,"10"
"Jammu & Kashmir","Rajauri",1,"12"
"Jammu & Kashmir","Ramban",1,"621"
"Jammu & Kashmir","Riasi",1,"627"
"Jammu & Kashmir","Samba",1,"624"
"Jammu & Kashmir","Shupiyan",1,"625"
"Jammu & Kashmir","Srinagar",1,"13"
"Jammu & Kashmir","Udhampur",1,"14"
"Jharkhand","Bokaro",20,"322"
"Jharkhand","Chatra",20,"323"
"Jharkhand","Deoghar",20,"324"
"Jharkhand","Dhanbad",20,"325"
"Jharkhand","Dumka",20,"326"
"Jharkhand","East Singhbhum",20,"327"
"Jharkhand","Garhwa",20,"328"
"Jharkhand","Giridih",20,"329"
"Jharkhand","Godda",20,"330"
"Jharkhand","Gumla",20,"331"
"Jharkhand","Hazaribagh",20,"332"
"Jharkhand","Jamtara",20,"333"
"Jharkhand","Khunti",20,"606"
"Jharkhand","Kodarma",20,"334"
"Jharkhand","Latehar",20,"335"
"Jharkhand","Lohardaga",20,"336"
"Jharkhand","Pakur",20,"337"
"Jharkhand","Palamu",20,"338"
"Jharkhand","Ramgarh",20,"607"
"Jharkhand","Ranchi",20,"339"
"Jharkhand","Sahibganj",20,"340"
"Jharkhand","Saraikela-Kharsawan",20,"341"
"Jharkhand","Simdega",20,"342"
"Jharkhand","West Singhbhum",20,"343"
"Karnataka","Bagalkot",29,"524"
"Karnataka","Ballari",29,"528"
"Karnataka","Belagavi",29,"527"
"Karnataka","Bengaluru Rural",29,"526"
"Karnataka","Bengaluru Urban",29,"525"
"Karnataka","Bidar",29,"529"
"Karnataka","Chamarajanagar",29,"531"
"Karnataka","Chik Ballapur",29,"630"
"Karnataka","Chikkamagaluru",29,"532"
"Karnataka","Chitradurga",29,"533"
"Karnataka","Dakshina  Kannada",29,"534"
"Karnataka","Davangere",29,"535"
"Karnataka","Dharwad",29,"536"
"Karnataka","Gadag",29,"537"
"Karnataka","Hassan",29,"539"
"Karnataka","Haveri",29,"540"
"Karnataka","Kalaburagi",29,"538"
"Karnataka","Kodagu",29,"541"
"Karnataka","Kolar",29,"542"
"Karnataka","Koppal",29,"543"
"Karnataka","Mandya",29,"544"
"Karnataka","Mysuru",29,"545"
"Karnataka","Raichur",29,"546"
"Karnataka","Ramanagaram",29,"631"
"Karnataka","Shivamogga",29,"547"
"Karnataka","Tumakuru",29,"548"
"Karnataka","Udupi",29,"549"
"Karnataka","Uttara  Kannada",29,"550"
"Karnataka","Vijayapura",29,"530"
"Karnataka","Yadgir",29,"635"
"Kerala","Alappuzha",32,"554"
"Kerala","Ernakulam",32,"555"
"Kerala","Idukki",32,"556"
"Kerala","Kannur",32,"557"
"Kerala","Kasaragod",32,"558"
"Kerala","Kollam",32,"559"
"Kerala","Kottayam",32,"560"
"Kerala","Kozhikode",32,"561"
"Kerala","Malappuram",32,"562"
"Kerala","Palakkad",32,"563"
"Kerala","Pattanamthitta",32,"564"
"Kerala","Thiruvananthapuram",32,"565"
"Kerala","Trissur",32,"566"
"Kerala","Wayanad",32,"567"
"Ladakh","Dadra & Nagar Haveli",38,"465"
"Ladakh","Daman",38,"463"
"Ladakh","Diu",38,"464"
"Lakshadweep","Lakshadweep",31,"553"
"Madhya Pradesh","Agar Malwa",23,"667"
"Madhya Pradesh","Alirajpur",23,"639"
"Madhya Pradesh","Anuppur",23,"390"
"Madhya Pradesh","Ashoknagar",23,"391"
"Madhya Pradesh","Balaghat",23,"392"
"Madhya Pradesh","Barwani",23,"393"
"Madhya Pradesh","Betul",23,"394"
"Madhya Pradesh","Bhind",23,"395"
"Madhya Pradesh","Bhopal",23,"396"
"Madhya Pradesh","Burhanpur",23,"397"
"Madhya Pradesh","Chhatarpur",23,"398"
"Madhya Pradesh","Chhindwara",23,"399"
"Madhya Pradesh","Damoh",23,"400"
"Madhya Pradesh","Datia",23,"401"
"Madhya Pradesh","Dewas",23,"402"
"Madhya Pradesh","Dhar",23,"403"
"Madhya Pradesh","Dindori",23,"404"
"Madhya Pradesh","Disputed (Alirajpur & Dahod)",0,NA
"Madhya Pradesh","Disputed (Baran & Sheopur",0,NA
"Madhya Pradesh","Disputed (Mandsaur & Jhalawar)",0,NA
"Madhya Pradesh","Disputed (Nimach & Chittaurgarh )",0,NA
"Madhya Pradesh","Disputed (Ratlam & Banswara)",0,NA
"Madhya Pradesh","Disputed (Ratlam & Mandsaur)",23,NA
"Madhya Pradesh","East Nimar",23,"405"
"Madhya Pradesh","Guna",23,"406"
"Madhya Pradesh","Gwalior",23,"407"
"Madhya Pradesh","Harda",23,"408"
"Madhya Pradesh","Hoshangabad",23,"409"
"Madhya Pradesh","Indore",23,"410"
"Madhya Pradesh","Jabalpur",23,"411"
"Madhya Pradesh","Jhabua",23,"412"
"Madhya Pradesh","Katni",23,"413"
"Madhya Pradesh","Mandla",23,"415"
"Madhya Pradesh","Mandsaur",23,"416"
"Madhya Pradesh","Morena",23,"417"
"Madhya Pradesh","Narshimapura",23,"418"
"Madhya Pradesh","Nimach",23,"419"
"Madhya Pradesh","Nivari",23,"722"
"Madhya Pradesh","Panna",23,"420"
"Madhya Pradesh","Raisen",23,"421"
"Madhya Pradesh","Rajgarh",23,"422"
"Madhya Pradesh","Ratlam",23,"423"
"Madhya Pradesh","Rewa",23,"424"
"Madhya Pradesh","Sagar",23,"425"
"Madhya Pradesh","Satna",23,"426"
"Madhya Pradesh","Sehore",23,"427"
"Madhya Pradesh","Seoni",23,"428"
"Madhya Pradesh","Shahdol",23,"429"
"Madhya Pradesh","Shajapur",23,"430"
"Madhya Pradesh","Sheopur",23,"431"
"Madhya Pradesh","Shivpuri",23,"432"
"Madhya Pradesh","Sidhi",23,"433"
"Madhya Pradesh","Singrauli",23,"638"
"Madhya Pradesh","Tikamgarh",23,"434"
"Madhya Pradesh","Ujjain",23,"435"
"Madhya Pradesh","Umaria",23,"436"
"Madhya Pradesh","Vidisha",23,"437"
"Madhya Pradesh","West Nimar",23,"414"
"Maharashtra","Ahamadnagar",27,"466"
"Maharashtra","Akola",27,"467"
"Maharashtra","Amaravati",27,"468"
"Maharashtra","Aurangabad",27,"469"
"Maharashtra","Bhandara",27,"471"
"Maharashtra","Bid",27,"470"
"Maharashtra","Buldhana",27,"472"
"Maharashtra","Chandrapur",27,"473"
"Maharashtra","Dhule",27,"474"
"Maharashtra","Gadchiroli",27,"475"
"Maharashtra","Gondia",27,"476"
"Maharashtra","Hingoli",27,"477"
"Maharashtra","Jalgaon",27,"478"
"Maharashtra","Jalna",27,"479"
"Maharashtra","Kolhapur",27,"480"
"Maharashtra","Latur",27,"481"
"Maharashtra","Mumbai City",27,"482"
"Maharashtra","Nagpur",27,"484"
"Maharashtra","Nanded",27,"485"
"Maharashtra","Nandurbar",27,"486"
"Maharashtra","Nashik",27,"487"
"Maharashtra","Palghar",27,"665"
"Maharashtra","Parbhani",27,"489"
"Maharashtra","Pune",27,"490"
"Maharashtra","Ratnagiri",27,"492"
"Maharashtra","Raygad",27,"491"
"Maharashtra","Sangli",27,"493"
"Maharashtra","Satara",27,"494"
"Maharashtra","Sindhudurg",27,"495"
"Maharashtra","Solapur",27,"496"
"Maharashtra","Sub Urban Mumbai",27,"483"
"Maharashtra","Thane",27,"497"
"Maharashtra","Usmanabad",27,"488"
"Maharashtra","Wardha",27,"498"
"Maharashtra","Washim",27,"499"
"Maharashtra","Yavatmal",27,"500"
"Manipur","Bishnupur",14,"252"
"Manipur","Chandel",14,"253"
"Manipur","Churachandpur",14,"254"
"Manipur","Imphal East",14,"255"
"Manipur","Imphal West",14,"256"
"Manipur","Jiribam",14,"713"
"Manipur","Kakching",14,"711"
"Manipur","Kamjong",14,"717"
"Manipur","Kangpokpi",14,"712"
"Manipur","Nonei",14,"714"
"Manipur","Pherzawl",14,"715"
"Manipur","Senapati",14,"257"
"Manipur","Tamenglong",14,"258"
"Manipur","Tengnoupal",14,"716"
"Manipur","Thoubal",14,"259"
"Manipur","Ukhrul",14,"260"
"Meghalaya","East Garo Hills",17,"273"
"Meghalaya","East Jaintia Hills",17,"657"
"Meghalaya","East Khasi Hills",17,"274"
"Meghalaya","North Garo Hills",17,"656"
"Meghalaya","Ri-Bhoi",17,"276"
"Meghalaya","South Garo Hills",17,"277"
"Meghalaya","South West Garo Hills",17,"663"
"Meghalaya","South West Khasi Hills",17,"658"
"Meghalaya","West Garo Hills",17,"278"
"Meghalaya","West Jaintia Hills",17,"275"
"Meghalaya","West Khasi Hills",17,"279"
"Mizoram","Aizawl",15,"261"
"Mizoram","Champhai",15,"262"
"Mizoram","Kolasib",15,"263"
"Mizoram","Lawngtlai",15,"264"
"Mizoram","Lunglei",15,"265"
"Mizoram","Mamit",15,"266"
"Mizoram","Saiha",15,"267"
"Mizoram","Serchhip",15,"268"
"Nagaland","Dimapur",13,"244"
"Nagaland","Kiphire",13,"614"
"Nagaland","Kohima",13,"245"
"Nagaland","Longleng",13,"615"
"Nagaland","Mokokchung",13,"246"
"Nagaland","Mon",13,"247"
"Nagaland","Paren",13,"613"
"Nagaland","Phek",13,"248"
"Nagaland","Tuensang",13,"249"
"Nagaland","Wokha",13,"250"
"Nagaland","Zunheboto",13,"251"
"Odisha","Anugul",21,"344"
"Odisha","Balasore (Baleshwar)",21,"346"
"Odisha","Baragarh",21,"347"
"Odisha","Baudh (Bauda)",21,"349"
"Odisha","Bhadrak",21,"348"
"Odisha","Bolangir (Balangir)",21,"345"
"Odisha","Cuttack",21,"350"
"Odisha","Deogarh",21,"351"
"Odisha","Dhenkanal",21,"352"
"Odisha","Gajapati",21,"353"
"Odisha","Ganjam",21,"354"
"Odisha","Jagatsinghpur",21,"355"
"Odisha","Jajapur",21,"356"
"Odisha","Jharsuguda",21,"357"
"Odisha","Kalahandi",21,"358"
"Odisha","Kandhamal",21,"359"
"Odisha","Kendraparha",21,"360"
"Odisha","Keonjhar (Kendujhar)",21,"361"
"Odisha","Khordha",21,"362"
"Odisha","Koraput",21,"363"
"Odisha","Malkangiri",21,"364"
"Odisha","Mayurbhanj",21,"365"
"Odisha","Nabarangapur",21,"366"
"Odisha","Nayagarh",21,"367"
"Odisha","Nuaparha",21,"368"
"Odisha","Puri",21,"369"
"Odisha","Rayagarha",21,"370"
"Odisha","Sambalpur",21,"371"
"Odisha","Subarnapur",21,"372"
"Odisha","Sundargarh",21,"373"
"Puducherry","Karaikal",34,"598"
"Puducherry","Mahe",34,"599"
"Puducherry","Puducherry",34,"600"
"Puducherry","Yanam",34,"601"
"Punjab","Amritsar",3,"27"
"Punjab","Barnala",3,"605"
"Punjab","Bathinda",3,"28"
"Punjab","Faridkot",3,"29"
"Punjab","Fatehgarh Sahib",3,"30"
"Punjab","Fazilka",3,"651"
"Punjab","Firozpur",3,"31"
"Punjab","Gurdaspur",3,"32"
"Punjab","Hoshiarpur",3,"33"
"Punjab","Jalandhar",3,"34"
"Punjab","Kapurthala",3,"35"
"Punjab","Ludhiana",3,"36"
"Punjab","Mansa",3,"37"
"Punjab","Moga",3,"38"
"Punjab","Pathankot",3,"662"
"Punjab","Patiala",3,"41"
"Punjab","Rupnagar",3,"42"
"Punjab","Sangrur",3,"43"
"Punjab","Sas Nagar (Sahibzada Ajit Singh Nagar)",3,"608"
"Punjab","Shahid Bhagat Singh Nagar",3,"40"
"Punjab","Sri Muktsar Sahib",3,"39"
"Punjab","Tarn Taran",3,"609"
"Rajasthan","Ajmer",8,"86"
"Rajasthan","Alwar",8,"87"
"Rajasthan","Banswara",8,"88"
"Rajasthan","Baran",8,"89"
"Rajasthan","Barmer",8,"90"
"Rajasthan","Bharatpur",8,"91"
"Rajasthan","Bhilwara",8,"92"
"Rajasthan","Bikaner",8,"93"
"Rajasthan","Bundi",8,"94"
"Rajasthan","Chittaurgarh",8,"95"
"Rajasthan","Churu",8,"96"
"Rajasthan","Dausa",8,"97"
"Rajasthan","Dhaulpur",8,"98"
"Rajasthan","Dungarpur",8,"99"
"Rajasthan","Ganganagar",8,"100"
"Rajasthan","Hanumangarh",8,"101"
"Rajasthan","Jaipur",8,"102"
"Rajasthan","Jaisalmer",8,"103"
"Rajasthan","Jalor",8,"104"
"Rajasthan","Jhalawar",8,"105"
"Rajasthan","Jhunjhunun",8,"106"
"Rajasthan","Jodhpur",8,"107"
"Rajasthan","Karauli",8,"108"
"Rajasthan","Kota",8,"109"
"Rajasthan","Nagaur",8,"110"
"Rajasthan","Pali",8,"111"
"Rajasthan","Pratapgarh",8,"629"
"Rajasthan","Raj Samand",8,"112"
"Rajasthan","Sawai Madhopur",8,"113"
"Rajasthan","Sikar",8,"114"
"Rajasthan","Sirohi",8,"115"
"Rajasthan","Tonk",8,"116"
"Rajasthan","Udaipur",8,"117"
"Sikkim","East",11,"225"
"Sikkim","North",11,"226"
"Sikkim","South",11,"227"
"Sikkim","West",11,"228"
"Tamil Nadu","Ariyalur",33,"610"
"Tamil Nadu","Chengalpattu",33,"730"
"Tamil Nadu","Chennai",33,"568"
"Tamil Nadu","Coimbatore",33,"569"
"Tamil Nadu","Cuddalore",33,"570"
"Tamil Nadu","Dharmapuri",33,"571"
"Tamil Nadu","Dindigul",33,"572"
"Tamil Nadu","Erode",33,"573"
"Tamil Nadu","Kallakkurichi",33,"729"
"Tamil Nadu","Kanchipuram",33,"574"
"Tamil Nadu","Kanyakumari",33,"575"
"Tamil Nadu","Karur",33,"576"
"Tamil Nadu","Krishnagiri",33,"577"
"Tamil Nadu","Madurai",33,"578"
"Tamil Nadu","Nagapattinam",33,"579"
"Tamil Nadu","Namakkal",33,"580"
"Tamil Nadu","Nilgiris",33,"587"
"Tamil Nadu","Perambalur",33,"581"
"Tamil Nadu","Pudukkottai",33,"582"
"Tamil Nadu","Ramanathapuram",33,"583"
"Tamil Nadu","Ranippettai",33,"731"
"Tamil Nadu","Salem",33,"584"
"Tamil Nadu","Sivaganga",33,"585"
"Tamil Nadu","Teni",33,"588"
"Tamil Nadu","Tenkasi",33,"733"
"Tamil Nadu","Thanjavur",33,"586"
"Tamil Nadu","Thiruvarur",33,"590"
"Tamil Nadu","Tiruchirapalli",33,"591"
"Tamil Nadu","Tirunelveli",33,"592"
"Tamil Nadu","Tiruppattur",33,"732"
"Tamil Nadu","Tiruppur",33,"634"
"Tamil Nadu","Tiruvallur",33,"589"
"Tamil Nadu","Tiruvannamalai",33,"593"
"Tamil Nadu","Tuticorin",33,"594"
"Tamil Nadu","Vellore",33,"595"
"Tamil Nadu","Villupuram",33,"596"
"Tamil Nadu","Virudhunagar",33,"597"
"Telangana","Adilabad",36,"501"
"Telangana","Bhadradri Kothagudem",36,"690"
"Telangana","Hyderabad",36,"507"
"Telangana","Jagtial",36,"681"
"Telangana","Jangaon",36,"689"
"Telangana","Jayashankar Bhupalapally",36,"687"
"Telangana","Jogulamba Gadwal",36,"695"
"Telangana","Kamareddy",36,"685"
"Telangana","Karimnagar",36,"508"
"Telangana","Khammam",36,"509"
"Telangana","Kumuram Bheem",36,"699"
"Telangana","Mahabubabad",36,"688"
"Telangana","Mahabubnagar",36,"512"
"Telangana","Mancherial",36,"684"
"Telangana","Medak",36,"513"
"Telangana","Medchal-Malkajgiri",36,"700"
"Telangana","Mulugu",36,"720"
"Telangana","Nagarkurnool",36,"694"
"Telangana","Nalgonda",36,"514"
"Telangana","Narayanpet",36,"721"
"Telangana","Nirmal",36,"680"
"Telangana","Nizamabad",36,"516"
"Telangana","Peddapalli",36,"682"
"Telangana","Rangareddy",36,"518"
"Telangana","Ranjanna Sircilla",36,"683"
"Telangana","Sangareddy",36,"691"
"Telangana","Siddipet",36,"692"
"Telangana","Suryapet",36,"696"
"Telangana","Vikarabad",36,"698"
"Telangana","Wanaparthy",36,"693"
"Telangana","Warangal (Rural)",36,"522"
"Telangana","Warangal (Urban)",36,"686"
"Telangana","Yadadri Bhuvanagiri",36,"697"
"Tripura","Dhalai",16,"269"
"Tripura","Gomati",16,"654"
"Tripura","Khowai",16,"652"
"Tripura","North Tripura",16,"270"
"Tripura","Sepahijala",16,"653"
"Tripura","South Tripura",16,"271"
"Tripura","Unokoti",16,"655"
"Tripura","West Tripura",16,"272"
"Uttar Pradesh","Agra",9,"118"
"Uttar Pradesh","Aligarh",9,"119"
"Uttar Pradesh","Ambedkarnagar",9,"121"
"Uttar Pradesh","Amethi",9,"640"
"Uttar Pradesh","Amroha",9,"154"
"Uttar Pradesh","Auraiya",9,"122"
"Uttar Pradesh","Ayodhya",9,"140"
"Uttar Pradesh","Azamgarh",9,"123"
"Uttar Pradesh","Baghpat",9,"124"
"Uttar Pradesh","Bahraich",9,"125"
"Uttar Pradesh","Ballia",9,"126"
"Uttar Pradesh","Balrampur",9,"127"
"Uttar Pradesh","Banda",9,"128"
"Uttar Pradesh","Barabanki",9,"129"
"Uttar Pradesh","Bareilly",9,"130"
"Uttar Pradesh","Basti",9,"131"
"Uttar Pradesh","Bhadohi",9,"179"
"Uttar Pradesh","Bijnor",9,"132"
"Uttar Pradesh","Budaun",9,"133"
"Uttar Pradesh","Bulandshahr",9,"134"
"Uttar Pradesh","Chandauli",9,"135"
"Uttar Pradesh","Chitrakoot",9,"136"
"Uttar Pradesh","Deoria",9,"137"
"Uttar Pradesh","Etah",9,"138"
"Uttar Pradesh","Etawah",9,"139"
"Uttar Pradesh","Farrukhabad",9,"141"
"Uttar Pradesh","Fatehpur",9,"142"
"Uttar Pradesh","Firozabad",9,"143"
"Uttar Pradesh","Gautambudhnagar",9,"144"
"Uttar Pradesh","Gazipur",9,"146"
"Uttar Pradesh","Ghaziabad",9,"145"
"Uttar Pradesh","Gonda",9,"147"
"Uttar Pradesh","Gorakhpur",9,"148"
"Uttar Pradesh","Hamirpur",9,"149"
"Uttar Pradesh","Hapur",9,"661"
"Uttar Pradesh","Hardoi",9,"150"
"Uttar Pradesh","Hathras",9,"163"
"Uttar Pradesh","Jalaun",9,"151"
"Uttar Pradesh","Jaunpur",9,"152"
"Uttar Pradesh","Jhansi",9,"153"
"Uttar Pradesh","Kannauj",9,"155"
